State,% Change <5 min,% Change 5 to 9 min,% Change 10 to 14 min,% Change 15 to 19 min,% Change 20 to 24 min,% Change 25 to 29 min,% Change 30 to 34 min,% Change 35 to 39 min,% Change 40 to 44 min,% Change 45 to 59 min,% Change 60 to 89 min,% Change > 89 min,% Change Total
MD,-10.533786163481928,-9.321730203435397,-10.244856519090195,-3.4138776175733354,-10.587480100447511,5.228991809570349,0.218793382786453,10.619252375068665,0.6491550826094761,6.93046160498989,14.817413353650654,12.394089017680376,6.5830651987975
MA,-25.51310096382886,-13.722172577939261,-15.734848226584042,-4.808192505018727,-11.948694356625978,0.6305258369664557,2.6679484195768266,12.040631589228902,3.9913883618208468,17.47172016465686,31.69633590856693,52.310845286257624,13.951693010933308
MI,-14.407348304167522,-4.424850112016909,-7.649214602560194,-1.7366084246787206,-1.5100265111564037,6.371742667274116,-0.6522201641632863,17.75888426814638,14.45102326344989,6.12849093293828,14.209855746364397,15.194446735340295,14.120740936508835
MN,-19.694956048148804,-9.94603980181501,-7.085561179472277,-1.8203711353380392,-1.9420080265698747,12.370391605544096,4.242698954504864,24.216738687121552,6.063118601370987,11.320871121604025,18.591064420568483,8.106210790822699,10.454226970639112
MS,-25.366362502715134,-15.121689649639425,-3.4125781562052038,5.459288966901044,-5.27227321300373,11.102801999157785,3.810411608444242,39.15590588861946,44.594716451679716,1.4080197477847056,-9.168996615213521,19.70896916071194,5.835935357752553
MO,-18.54532917346915,-11.088175443157821,-9.540463658646436,0.23468166700175708,4.269907052808852,7.897505050080866,6.023027916431456,17.144633439567624,2.050766538537818,7.396505226592409,8.382786188307856,16.431575437228084,6.707665473791846
MT,-16.90520307487706,-9.119508051420166,-8.71776016289585,12.135187410740311,9.962177775128644,13.353265502966561,8.900718824800325,-6.927138234285568,18.358601428669495,11.962428415399007,15.646655263289722,-10.15711389443138,11.903665028665023
NE,-1.3196245450132205,-8.592551557953454,-1.296951147284342,-4.735615620005196,-3.545122910463727,11.828531717397972,4.8666490532063955,23.817595541150148,27.716381540791545,23.182333731149374,19.554282066061802,15.940796785083645,8.302538241492496
NV,-33.35990160299497,-14.531279419554345,-7.571080103379623,-7.0990057043196835,-10.94479549301588,20.889524303457875,11.906189627390361,29.018756919308288,18.130572844228453,15.455953783673305,47.03199758058021,12.836056917235483,21.880154943176677
NH,-30.430999510079303,3.4771366123483416,-7.409525700317577,-2.8573170494315514,-8.316294068273034,8.611682543369437,-2.181894407393292,17.325674339660125,4.608765567828543,15.705039407886101,4.4821414066284815,41.402878389973495,6.672809974440019
NJ,-20.116051569578673,-13.487210557160845,-12.091617520159193,-8.200595983986315,-11.746136442364307,21.009949310986876,-0.46125589632549646,21.387301837239004,6.73307245143151,11.962123336898877,14.126483054351313,27.57639732592565,7.539038006910803
NM,19.539743988726286,4.236426893618361,-3.2503779330306237,-10.097305730670247,-2.62090519554925,12.529541504805408,1.1372916465246075,39.7539807559665,7.060705160644454,-7.570415977089806,10.369106545315088,6.9515447870946545,5.607720556250584
NY,-20.28520217915165,-11.601062639567594,-13.587249459249396,-3.247410583431487,-9.931369350771957,4.340480016389225,-1.551705888641619,10.00984947107324,11.551691349410053,11.964968633532958,12.075299745590428,27.175270794837903,7.233323313182405
NC,-10.785681327245456,-7.946813807792985,-8.555219867046493,-4.725233852582889,-9.061829092817364,7.088191703361435,-0.32329747528329067,19.97614705606756,25.634272457774365,18.72804676556543,31.789227999291025,41.542827320809785,16.535232288992052
ND,-10.194676882382502,-18.66853126370316,-5.097028747874255,11.591752599014127,12.988295152528572,40.2001801451068,18.227889898496397,8.412691812994954,8.317353139437756,-0.407335467911607,26.5198132100938,26.876186030584904,14.534474877817228
OH,-11.781912280490658,-4.485365236764527,-9.73986087701565,-0.7509974108110051,-6.567269993752555,8.571146127208706,2.0943699500837187,25.133261133834917,15.470190275815753,12.832075975014124,13.292188471781486,20.685353768377503,9.040407623870106
OK,-12.74256378114378,-15.531214724131004,-5.7072578036286075,-2.3518401224468244,-2.167917061590452,20.596378359765488,5.947511010901452,21.99747684786779,4.577672996213056,28.275387346696277,24.756239759600106,17.539023181399173,7.741799534646621
OR,-19.042075052792175,-11.601252643490822,-3.7778363484726407,0.5548950188265733,-9.211275469641645,0.8265894914132765,4.257423956991491,19.388365736337576,14.106326907104494,22.76142782119075,30.85694941942807,23.2018231809888,19.728703124658907
PA,-15.402460704926568,-10.862195386503137,-9.771861393031877,-4.873875244819548,-6.196658432261859,13.95467923620708,6.208664398292885,13.650342520727875,14.70333266487167,11.112279133594738,13.583818460542307,16.518948412528832,6.071269667186607
RI,-30.796059361991446,-20.04181023433349,-23.561273910197468,-2.89545897681045,2.433451145623522,25.785793167814084,18.335802649615896,19.857227328967063,11.723868958699967,37.591640705280604,6.459068522581957,28.848715687396243,10.478796759179442
SC,13.430747133365873,-20.483706721965778,-14.385901194257345,-3.7761379392349914,-7.385598579381048,2.1774005662771767,5.609115566721368,37.99994293787976,20.05703630677329,29.397796717300228,27.14804600611589,31.24610233428271,19.267663722202055
SD,-16.0871089224628,-4.912976110551048,1.2765920851485868,0.9862311067823759,1.8061322067971286,16.340040731483228,-6.965494523967575,58.14482976065509,11.084501377227518,22.29051985518513,3.6915298546006614,17.171338535997727,9.982647509238118
TN,-8.195444514238059,-7.587599143605173,-11.87302291022908,-2.496196279099683,-5.6605546358213354,8.263071669564216,-0.45951603594622803,15.674353962592424,18.113158130876617,8.765609494444139,43.295426255723044,23.416480362600467,15.969370018055162
TX,-24.393790396165627,-13.553020695254913,-13.070922086872983,-4.3732027415179235,-1.3774871309719439,6.662069691685035,1.0644572507188421,20.62566209964136,13.695659804943805,17.01884452111342,30.225780796739187,34.00345002556278,20.952080867756017
UT,-10.186853660171435,-9.593084509584337,-1.8222409204102563,-4.021577861986591,-5.528940389493053,20.126739128122594,0.5203276339638352,8.111868742118045,23.015545420486895,21.194025458245626,20.043526826048797,7.785541623998937,26.700207259080756
VT,-29.431970596048973,-21.50177173332417,-7.403285183216823,0.18663047411806577,5.407644503081577,16.286028022828237,7.780610125971177,14.319873991070864,23.220581409932862,19.113634985458038,24.665883800132924,16.998699700168785,3.533764333266909
VA,-22.60906084055363,-5.648337270038716,-10.23468738282931,-0.9276597183909274,-6.477263047593096,11.816675528510402,1.1932751952309806,10.182922205504186,6.863679165136349,12.198269289536867,8.276972173943786,11.795590518347755,9.951853848389236
WA,-20.711960832929332,-13.147422611145155,-19.04774248110922,-6.869611087281724,-11.011640337309602,10.856411432043899,-1.4543279083812033,19.29300616780798,29.328732526805943,29.342751554837676,42.11370540538548,47.92552821457772,20.725026182368
WV,-14.162111554022127,-0.4226886020313847,-3.5906658631794097,2.559637576284457,-0.5004316562430389,5.142127746310177,2.3040546769853343,-2.297890914020728,-2.058214878496034,5.961078904772865,-5.057374596795183,10.868568747735807,-0.7163947779260993
WI,-12.270040736005027,-6.567068715454583,-7.797228048028037,-0.31086556340762517,0.0901407761707329,7.6585477119973655,4.664862615530407,15.029093725091446,21.32931315213995,6.47649983874059,18.890637818005995,1.6236994711072539,6.282583629976735
WY,-21.80544798538562,7.4940495735720924,-21.833531984586518,21.32691855935198,0.26740954712933807,17.16950539687239,15.478276164553261,60.788601350219665,43.01162757227173,14.380474663850817,25.149285497157713,-10.27415349479741,-0.6780414815149793
